USDAID,Grower,Block,Variety,County,Lot,Commodity,Handler,Certificate,Date Certified,Gross Weight,Edible Kernal Wt,Inedible Kernal Wt,Foreign Material Wt,Shell Out Loss,Excess Moisture,Crop Year,Acres
2537,Contact97,MKR-25-3-FR,Fritz,Kern,RP1002-11,Almond Meat - Huller,Contact10,I062411,11/10/2011,44026,43066,638,13,0,308,2011,19
